Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
13078,452.9909973144531,183.97897338867188,91.69001007080078,0.8669632077217102,13385,0.7327431440353394,Osmancik
15381,503.5790100097656,211.88352966308597,93.30974578857422,0.8978103995323181,15749,0.740325391292572,Cammeo
11280,420.10101318359375,170.6703643798828,85.49736785888672,0.8654760718345642,11582,0.6431748270988464,Osmancik
12408,454.3909912109375,191.8965301513672,83.03347778320312,0.9015383720397948,12664,0.5839058756828308,Osmancik
14131,490.7009887695313,206.9266662597656,88.28404998779297,0.9044196009635924,14519,0.7529305219650269,Cammeo
12573,444.96099853515625,180.3715057373047,89.74238586425781,0.8674399256706238,12827,0.6629230976104736,Osmancik
13870,484.12701416015625,203.4182586669922,88.50323486328125,0.9003917574882507,14266,0.7565179467201233,Cammeo
8328,369.7380065917969,152.56585693359375,70.568603515625,0.8865957260131836,8579,0.5844210386276245,Osmancik
12745,453.0350036621094,187.0058441162109,87.66728973388672,0.8833073377609253,13040,0.6051756739616394,Cammeo
11675,429.1300048828125,173.41819763183594,86.83406066894531,0.8656089901924133,11888,0.7373373508453369,Osmancik
9876,384.4599914550781,156.16476440429688,81.2388687133789,0.854036808013916,9999,0.6323472857475281,Osmancik
11765,429.2929992675781,175.06307983398438,86.72859954833984,0.8686573505401611,11969,0.6111688017845154,Osmancik
10880,394.6449890136719,153.79481506347656,90.9881820678711,0.8062164783477783,11057,0.7477663159370422,Osmancik
13109,457.1700134277344,195.07041931152344,86.00750732421875,0.8975538015365601,13271,0.5992685556411743,Osmancik
14805,499.6369934082031,214.28244018554688,89.17408752441406,0.9092950224876404,15090,0.5767882466316223,Cammeo
15118,514.9669799804688,224.1865997314453,87.6922378540039,0.9203237891197203,15454,0.654119074344635,Cammeo
13520,471.5289916992188,195.30615234375,89.44055938720703,0.8889776468276978,13950,0.5701273679733276,Cammeo
11494,433.0580139160156,171.58245849609375,86.87869262695312,0.862335205078125,11858,0.7593815922737122,Osmancik
12008,433.2340087890625,184.12741088867188,83.70603942871094,0.8906909227371216,12129,0.6440332531929016,Osmancik
10796,413.4200134277344,170.78164672851562,80.99688720703125,0.8803785443305969,10980,0.6230378746986389,Cammeo
11848,432.3689880371094,178.35079956054688,86.1173095703125,0.8757011294364929,12045,0.6002938747406006,Osmancik
13263,474.49798583984375,197.8428955078125,86.68631744384766,0.8988983035087585,13607,0.5600929260253906,Cammeo
12124,446.4400024414063,188.975341796875,82.716796875,0.8991152048110962,12336,0.7403517365455627,Osmancik
10928,408.8630065917969,168.12872314453125,83.06417846679688,0.8694328665733337,11113,0.6268571019172668,Osmancik
14789,492.9519958496094,206.70867919921875,92.60356903076172,0.894038200378418,15069,0.7478256225585938,Cammeo
10272,413.6919860839844,175.9196319580078,74.96435546875,0.9046626687049866,10462,0.594788670539856,Osmancik
13681,485.4129943847656,205.0064392089844,86.4876708984375,0.9066526889801024,14146,0.5598936080932617,Cammeo
12331,431.364013671875,177.13047790527344,89.42496490478516,0.8632049560546875,12502,0.7477865219116211,Osmancik
15276,506.68499755859375,212.13568115234372,93.06375122070312,0.8986339569091797,15574,0.5792287588119507,Cammeo
15071,494.135009765625,200.59483337402344,97.3932876586914,0.8742242455482483,15575,0.6892120838165283,Cammeo
12802,457.6610107421875,192.0629730224609,85.54149627685547,0.8953403830528259,13001,0.7563511729240417,Osmancik
12720,472.2340087890625,201.64085388183597,82.2284164428711,0.9130728840827942,13352,0.7450796365737915,Cammeo
14608,504.3059997558594,210.2699279785156,90.16651916503906,0.9033931493759156,15125,0.6351304054260254,Cammeo
13806,490.510009765625,209.7208404541016,85.13124084472656,0.9139057397842408,14284,0.7958725094795227,Cammeo
12538,452.6600036621094,188.80528259277344,86.1097183227539,0.8899403810501099,12846,0.6841645836830139,Osmancik
11297,416.6799926757813,165.3592071533203,88.23674774169922,0.8457328677177429,11535,0.6292892098426819,Osmancik
12860,469.5589904785156,197.66102600097656,84.11711120605469,0.9049290418624878,13269,0.5645303130149841,Cammeo
10231,404.364013671875,159.63926696777344,82.99382781982422,0.8542371392250061,10640,0.6299876570701599,Osmancik
14053,497.052001953125,216.19186401367188,84.1599349975586,0.9211179614067078,14416,0.808387041091919,Cammeo
12256,470.1080017089844,207.9800567626953,75.71490478515625,0.9313798546791076,12541,0.7383132576942444,Cammeo
9070,375.093994140625,156.98489379882812,74.22942352294922,0.8811459541320801,9233,0.7373983860015869,Osmancik
10534,409.3399963378906,163.8759307861328,83.27369689941406,0.8612681031227112,10899,0.7261322140693665,Osmancik
14621,501.8250122070313,210.9164886474609,89.62992858886719,0.9052146673202516,15175,0.6890847682952881,Cammeo
11443,427.2309875488281,176.9819793701172,82.91759490966797,0.8834589123725891,11618,0.6289781928062439,Osmancik
12627,453.5190124511719,191.8118896484375,84.54081726074219,0.8976305723190308,12830,0.7261069416999817,Osmancik
10683,408.2820129394531,170.3451690673828,80.44705963134766,0.8814597725868225,10845,0.6883376240730286,Osmancik
10584,437.0480041503906,188.44142150878903,72.54808807373047,0.9229207038879396,10936,0.5580512285232544,Osmancik
10943,411.385986328125,171.01792907714844,82.0599594116211,0.8773601055145264,11155,0.6247787475585938,Osmancik
10903,419.6539916992188,169.51708984375,83.22001647949219,0.8712023496627808,11232,0.6978366374969482,Osmancik
12131,444.9259948730469,183.8380889892578,85.05927276611328,0.8865223526954651,12419,0.7841628789901733,Osmancik
10958,422.8800048828125,172.1343231201172,82.23724365234375,0.8784956336021423,11351,0.6419825553894043,Osmancik
13737,484.385009765625,209.54351806640625,84.1657485961914,0.9157878160476683,13944,0.6052075028419495,Cammeo
15551,515.7839965820312,215.08973693847656,93.75079345703124,0.9000104665756226,15908,0.5656554698944092,Cammeo
14641,505.00201416015625,211.58364868164065,90.03343200683594,0.9049482345581056,15034,0.6295579671859741,Cammeo
9630,396.89300537109375,163.84654235839844,75.7757339477539,0.8866297602653503,9935,0.7251505851745605,Osmancik
15303,505.9280090332031,209.6199188232422,94.1570053100586,0.8934414386749268,15746,0.6246122717857361,Cammeo
13375,474.0870056152344,198.7686920166016,86.6867904663086,0.8998890519142151,13768,0.6963244676589966,Cammeo
11240,426.6440124511719,175.5941162109375,82.95658874511719,0.8813661932945251,11427,0.6065184473991394,Osmancik
14768,499.87701416015625,210.55880737304688,90.47418212890624,0.9029783606529236,15158,0.5831161737442017,Cammeo
10005,394.0989990234375,161.2628936767578,79.95714569091797,0.8684260845184326,10220,0.71875,Osmancik
15231,525.5789794921875,229.7498779296875,85.09378814697266,0.9288820028305054,15617,0.5728955268859863,Cammeo
12994,460.9450073242188,195.2210998535156,86.21172332763672,0.8972067832946777,13196,0.8153865337371826,Osmancik
12324,449.1520080566406,190.3924865722656,83.20513916015625,0.899452269077301,12595,0.7671335339546204,Cammeo
15140,502.5530090332031,213.89561462402344,90.89737701416016,0.9052115082740784,15491,0.7582131624221802,Cammeo
9561,386.0849914550781,159.9705352783203,76.79644775390625,0.8772322535514832,9708,0.7009530663490295,Osmancik
12263,444.9540100097656,180.22085571289065,87.5452880859375,0.8740885257720947,12478,0.6045055985450745,Osmancik
11530,458.7120056152344,197.87550354003903,75.38201904296875,0.9245928525924684,11918,0.7003158330917358,Cammeo
13169,474.8370056152344,201.38011169433597,84.48709106445312,0.9077366590499878,13505,0.5471125841140747,Cammeo
11659,429.0830078125,171.0142364501953,87.78890228271484,0.858183741569519,12017,0.6308982968330383,Osmancik
11062,410.0960083007813,165.46946716308594,86.05538940429688,0.8541247844696045,11213,0.6308165788650513,Osmancik
11809,455.0830078125,185.42010498046875,83.61376190185547,0.8925531506538391,12318,0.6488461494445801,Cammeo
9330,391.1659851074219,161.4254150390625,74.86387634277344,0.885956883430481,9624,0.5763528347015381,Osmancik
16253,525.4819946289062,218.52755737304688,95.9118423461914,0.8985357284545898,16690,0.5679689645767212,Cammeo
11742,437.9030151367188,182.25706481933597,83.00418090820312,0.8902748227119446,11974,0.5888961553573608,Osmancik
11490,445.6860046386719,179.86175537109375,83.7257308959961,0.8850476145744324,12020,0.5689245462417603,Osmancik
13687,481.7449951171875,201.1745758056641,87.9571762084961,0.8993554711341858,13979,0.6983163356781006,Cammeo
10847,417.9240112304688,170.36679077148438,82.47300720214844,0.8750177025794983,11107,0.7463189959526062,Osmancik
11242,418.64599609375,172.5299072265625,83.84862518310547,0.8739617466926575,11409,0.648888885974884,Osmancik
14400,481.5060119628906,193.782958984375,96.51618957519533,0.8671406507492065,14876,0.6838905811309814,Cammeo
12423,436.4930114746094,180.1210174560547,88.61711120605469,0.8706028461456299,12567,0.6622421145439148,Osmancik
12748,461.8880004882813,190.7079925537109,86.64506530761719,0.8908315896987915,13158,0.7863311171531677,Osmancik
14138,490.8340148925781,206.18084716796875,89.36727905273438,0.9011818170547484,14523,0.762567400932312,Cammeo
12110,448.8399963378906,191.8042755126953,80.65459442138672,0.9072903990745544,12313,0.6178571581840515,Osmancik
10483,419.0159912109375,176.62010192871094,76.32421875,0.9018076062202454,10773,0.6928618550300598,Osmancik
15009,507.4169921875,217.13299560546875,88.92488098144531,0.9122916460037231,15387,0.5985881686210632,Cammeo
10873,408.489013671875,167.7020263671875,83.42141723632812,0.8674993515014648,11073,0.6681209206581116,Osmancik
15137,494.6050109863281,206.45852661132807,93.99015045166016,0.890363872051239,15400,0.7617250680923462,Cammeo
8968,390.4909973144531,166.47694396972656,69.36820983886719,0.9090515971183776,9150,0.7897146940231323,Osmancik
12120,441.0,180.37652587890625,86.71607971191406,0.8768575191497803,12479,0.6422553062438965,Osmancik
15172,504.1579895019531,213.22467041015625,91.66706085205078,0.9028725028038024,15477,0.6224410533905029,Cammeo
12551,459.72900390625,197.68234252929688,81.57028198242188,0.9108973145484924,12741,0.8189351558685303,Cammeo
13147,468.9200134277344,199.22775268554688,84.48080444335938,0.9056428074836732,13431,0.6847395896911621,Cammeo
10731,414.1749877929688,170.21009826660156,81.19894409179688,0.8788754940032959,10922,0.59320068359375,Osmancik
16799,524.2470092773438,218.34255981445312,99.16317749023438,0.890918493270874,17283,0.6237097978591919,Cammeo
13683,492.9750061035156,213.90919494628903,83.1207046508789,0.9214152693748474,14070,0.76126629114151,Cammeo
16734,531.5070190429688,220.6954803466797,97.8393325805664,0.8963620662689209,17242,0.6571114659309387,Cammeo
11469,429.8580017089844,175.50994873046875,85.11319732666016,0.8745430111885071,11709,0.7892237901687622,Osmancik
9842,395.572998046875,159.49900817871094,80.37096405029297,0.8637641072273254,10102,0.6166666746139526,Osmancik
11385,419.010009765625,163.70387268066406,89.73258972167969,0.8363867998123169,11767,0.6401821970939636,Osmancik
13272,474.927001953125,195.77854919433597,87.16515350341797,0.8954196572303772,13597,0.5860637426376343,Cammeo
11489,432.2070007324219,182.3623809814453,81.07017517089844,0.8957513570785522,11683,0.799068033695221,Osmancik
11923,435.2869873046875,174.07080078125,88.94534301757812,0.8595972657203674,12187,0.6155394911766052,Osmancik
9772,392.2369995117188,164.40335083007812,76.18343353271484,0.8861526846885681,9971,0.7833894491195679,Osmancik
14819,496.62298583984375,205.9913482666016,92.82656860351562,0.8927091360092163,15194,0.726421594619751,Cammeo
12567,453.7720031738281,192.2237701416016,83.54117584228516,0.900621771812439,12778,0.5753594040870667,Osmancik
16588,519.5590209960938,218.3944549560547,97.66686248779295,0.894432008266449,16852,0.6400679349899292,Cammeo
15323,487.8659973144531,192.2308349609375,102.96282958984376,0.8444586396217346,15769,0.7136934995651245,Cammeo
11846,437.3469848632813,182.6288146972656,82.9129638671875,0.8910031318664551,12019,0.5793231725692749,Osmancik
16094,504.1260070800781,208.3711853027344,99.0302963256836,0.879845917224884,16325,0.6485332250595093,Cammeo
12823,450.6409912109375,180.6975250244141,91.7814483642578,0.8613991737365723,13195,0.6978503465652466,Osmancik
14528,475.447998046875,192.1985626220703,97.41742706298828,0.8620294332504272,14795,0.6294900178909302,Cammeo
12801,459.4240112304688,195.09933471679688,84.79960632324219,0.900600254535675,13058,0.7616016268730164,Cammeo
12056,431.85101318359375,182.36312866210935,84.43254089355469,0.8863628506660461,12191,0.797354519367218,Osmancik
12378,459.97601318359375,191.2494964599609,83.99846649169922,0.8983849883079529,12800,0.5655153393745422,Osmancik
14577,489.9079895019531,204.8460235595703,91.23347473144533,0.8953436613082886,14870,0.7813990712165833,Cammeo
11512,427.5679931640625,172.21009826660156,85.44306182861328,0.8682334423065186,11802,0.6907891035079956,Osmancik
11532,422.6910095214844,168.923095703125,88.04035949707031,0.8534430861473083,11798,0.6306808590888977,Osmancik
11817,426.60198974609375,179.5654296875,84.24079132080078,0.8831254243850708,11977,0.6573765277862549,Osmancik
11435,424.2430114746094,175.18496704101562,84.44194793701172,0.8761624693870544,11660,0.8014438152313232,Osmancik
13657,469.2369995117188,193.107421875,90.77803802490234,0.8826180100440979,13930,0.6153464913368225,Cammeo
12382,453.6029968261719,190.1286163330078,83.85016632080078,0.8974981904029846,12605,0.6383132338523865,Osmancik
14017,474.30999755859375,198.33673095703125,90.86869049072266,0.8888730406761169,14320,0.7605534195899963,Cammeo
14195,488.4599914550781,203.51271057128903,89.95865631103516,0.8970004320144653,14555,0.7173539400100708,Cammeo
15742,499.9819946289063,209.39419555664065,96.45911407470705,0.8875777125358582,15950,0.7566086649894714,Cammeo
10496,407.322998046875,167.9293670654297,80.18907165527344,0.8786227107048035,10666,0.7032967209815979,Osmancik
15773,515.7940063476562,219.4337615966797,92.6210479736328,0.9065533876419068,16089,0.705411434173584,Cammeo
13422,474.9549865722656,196.45425415039065,88.85059356689453,0.8918805122375488,13817,0.5598098039627075,Cammeo
9763,404.14599609375,169.18585205078125,74.55428314208984,0.897671639919281,10047,0.7086963057518005,Osmancik
9428,398.9200134277344,164.8453826904297,74.65758514404297,0.8915640711784363,9760,0.6767154932022095,Osmancik
14906,497.8250122070313,211.34190368652344,90.6529541015625,0.903333067893982,15150,0.5974827408790588,Cammeo
11299,429.4389953613281,174.44161987304688,84.42338562011719,0.8750881552696228,11663,0.6133760213851929,Osmancik
11770,429.2449951171875,177.57814025878906,85.31318664550781,0.8770351409912109,11938,0.5924993753433228,Osmancik
10665,422.3999938964844,176.84193420410156,77.75227355957031,0.8981589078903198,10884,0.6298724412918091,Osmancik
13636,481.2560119628906,203.92857360839844,86.18013763427734,0.9063165187835692,13888,0.5497057437896729,Cammeo
14254,500.4939880371094,213.0753173828125,86.7843246459961,0.9132970571517944,14644,0.6228533983230591,Cammeo
13683,481.5710144042969,206.92677307128903,84.89906311035156,0.9119571447372437,13922,0.7621992230415344,Cammeo
10550,411.0299987792969,162.71360778808594,83.67723083496094,0.8576338887214661,10875,0.6186957359313965,Osmancik
10975,420.5220031738281,169.9667510986328,83.40963745117188,0.871305525302887,11305,0.6867960095405579,Osmancik
11912,430.3710021972656,177.48220825195312,86.58567810058594,0.8729243874549866,12119,0.7223771810531616,Osmancik
12885,463.43798828125,192.9678649902344,86.65742492675781,0.8934930562973022,13263,0.5890285968780518,Osmancik
11711,423.93701171875,175.1188201904297,85.90812683105469,0.8714014887809753,11866,0.810562014579773,Osmancik
12181,430.9490051269531,177.65762329101562,87.49514770507812,0.8703163862228394,12353,0.7565838694572449,Osmancik
10842,412.7489929199219,167.04510498046875,84.00162506103516,0.8643632531166077,11105,0.6705009341239929,Osmancik
12067,440.0010070800781,187.7613525390625,82.31121063232422,0.8987886905670166,12200,0.6172378659248352,Osmancik
13726,484.24700927734375,209.70306396484372,83.88441467285156,0.9165084958076476,13969,0.5555960536003113,Cammeo
15144,505.9129943847656,212.36888122558597,92.02203369140624,0.9012438654899596,15609,0.609514594078064,Cammeo
12235,443.45599365234375,187.66253662109372,83.75172424316406,0.8948888778686523,12442,0.6583266258239746,Osmancik
11758,436.3829956054688,177.34860229492188,85.9665756225586,0.8746626377105713,12190,0.7635560631752014,Osmancik
14236,486.1789855957031,201.7046813964844,90.64240264892578,0.8933398127555847,14545,0.6561577916145325,Cammeo
11714,412.2019958496094,161.3081817626953,93.22561645507812,0.8160828948020935,11886,0.76432204246521,Osmancik
13710,467.4049987792969,193.88870239257807,90.8518524169922,0.8834224939346313,13915,0.7288676500320435,Osmancik
14675,493.2730102539063,206.7937164306641,91.5890655517578,0.8965706825256348,15039,0.5661651492118835,Cammeo
11860,427.0260009765625,174.9904327392578,87.09915161132812,0.8673282265663147,12064,0.6122870445251465,Osmancik
17335,544.093017578125,239.010498046875,92.99298095703124,0.9212061166763306,17526,0.8210970163345337,Cammeo
10937,411.9580078125,165.00778198242188,85.26155090332031,0.8561590909957886,11135,0.6249714493751526,Osmancik
11940,443.9679870605469,187.3336181640625,82.18278503417969,0.8986347913742065,12184,0.6363927125930786,Cammeo
13355,466.3160095214844,193.7286834716797,88.69730377197266,0.8890331387519836,13597,0.6054218411445618,Osmancik
14434,486.6679992675781,201.2719573974609,92.73377227783205,0.887535810470581,14754,0.625986635684967,Cammeo
14573,493.7799987792969,209.35581970214844,89.43750762939453,0.9041555523872375,14847,0.6505803465843201,Cammeo
10663,403.2550048828125,163.936279296875,83.7474136352539,0.8596677780151367,10884,0.65217125415802,Osmancik
12811,453.93701171875,185.72889709472656,89.51058959960938,0.8762030005455017,13112,0.5850840210914612,Osmancik
11237,429.5299987792969,179.38392639160156,80.49434661865234,0.893669068813324,11430,0.5904266238212585,Osmancik
11274,422.6629943847656,174.38633728027344,82.87808227539062,0.8798477649688721,11459,0.7405412793159485,Osmancik
15065,506.8200073242188,212.43690490722656,91.37027740478516,0.9027786254882812,15516,0.7246271967887878,Cammeo
12512,454.510009765625,186.95083618164065,86.5754165649414,0.8863102793693542,12817,0.5713242292404175,Osmancik
10524,402.4949951171875,164.08193969726562,82.4643783569336,0.8645304441452026,10713,0.6325279474258423,Osmancik
13347,461.87200927734375,193.52735900878903,88.68710327148438,0.8888148069381714,13536,0.777027428150177,Osmancik
15593,512.427978515625,216.6157073974609,92.91001892089844,0.9033442139625548,16050,0.7774730920791626,Cammeo
11334,433.3890075683594,178.98973083496094,82.29804229736328,0.8880266547203064,11566,0.7115771174430847,Osmancik
15700,505.3030090332031,209.9884185791016,96.19488525390624,0.8889026641845703,16040,0.5900703072547913,Cammeo
12809,455.1440124511719,189.0794677734375,87.2080307006836,0.8872836232185364,13025,0.5900046229362488,Cammeo
14013,478.2770080566406,194.78256225585935,92.95032501220705,0.8787944912910461,14374,0.6040086150169373,Cammeo
14851,517.3469848632812,217.69839477539065,88.81024932861328,0.9130038619041444,15256,0.7280615568161011,Cammeo
10760,420.9490051269531,173.4446563720703,80.4667739868164,0.8858700394630432,11046,0.5871118903160095,Osmancik
11398,431.739990234375,179.46734619140625,81.84264373779297,0.8899639844894409,11627,0.5940170884132385,Osmancik
14321,490.4249877929688,204.28038024902344,90.68297576904295,0.8960692882537842,14622,0.573872983455658,Cammeo
12267,429.6940002441406,171.37063598632812,92.45801544189452,0.841972291469574,12520,0.7759013175964355,Osmancik
10510,416.71099853515625,174.78028869628906,77.30442810058594,0.8968696594238281,10691,0.5883340835571289,Osmancik
11270,422.6090087890625,173.2342071533203,83.39991760253906,0.876485288143158,11449,0.6139013171195984,Osmancik
12630,444.0589904785156,180.0848846435547,90.35011291503906,0.8650367856025696,12855,0.6776114702224731,Osmancik
14989,484.30999755859375,195.342041015625,98.70047760009766,0.8629612922668457,15393,0.761056125164032,Cammeo
14944,490.04400634765625,201.34654235839844,96.04631805419922,0.8788924813270569,15305,0.6106570959091187,Cammeo
11014,413.4400024414063,165.74520874023438,86.5546646118164,0.8528137803077698,11182,0.5826280117034912,Osmancik
13039,476.697998046875,198.8969268798828,85.5302734375,0.9028179049491882,13383,0.5517985820770264,Cammeo
14057,483.4800109863281,201.57481384277344,89.90643310546875,0.8950228691101074,14388,0.5672720074653625,Cammeo
12876,448.4419860839844,179.54049682617188,92.54550170898438,0.8569151163101196,13229,0.7047619223594666,Osmancik
10826,414.2229919433594,168.25279235839844,82.88858795166016,0.8702313899993896,11040,0.6154983043670654,Osmancik
11986,433.29400634765625,173.2250518798828,89.39892578125,0.8565371036529541,12243,0.622422993183136,Osmancik
14784,481.9859924316406,200.02716064453125,94.98056030273438,0.880073070526123,15005,0.7215931415557861,Cammeo
12743,442.7349853515625,181.13967895507807,90.30118560791016,0.8668799996376038,12899,0.7251052856445312,Osmancik
11572,418.6289978027344,164.12326049804688,90.98297119140624,0.8322786092758179,11861,0.6616352200508118,Osmancik
14275,485.7879943847656,206.4619140625,88.92573547363281,0.902489185333252,14469,0.5475642681121826,Cammeo
13734,487.8399963378906,213.2474365234375,83.18276977539062,0.920782506465912,13941,0.8052298426628113,Cammeo
10369,402.9830017089844,159.2870330810547,84.89051055908203,0.8461527228355408,10723,0.6375430226325989,Osmancik
12106,448.5,186.505126953125,83.69871520996094,0.8936451077461243,12389,0.6513855457305908,Osmancik
14318,491.2959899902344,207.6147308349609,89.12659454345703,0.903167486190796,14629,0.562460720539093,Cammeo
12673,441.7139892578125,177.02992248535156,92.58748626708984,0.8523297905921936,12950,0.6217741370201111,Osmancik
13121,456.7720031738281,181.99807739257807,93.46143341064452,0.8580717444419861,13490,0.627318799495697,Osmancik
15510,507.3190002441406,215.95481872558597,92.47437286376952,0.9036784768104552,15862,0.599536120891571,Cammeo
16024,527.4210205078125,226.2627716064453,91.60111236572266,0.9143857955932616,16355,0.5356868505477905,Cammeo
11012,428.2369995117188,176.37896728515625,80.69747161865234,0.8891976475715637,11325,0.7587157487869263,Osmancik
12518,460.85400390625,188.437744140625,86.61429595947266,0.8881032466888428,12903,0.7325608730316162,Osmancik
11393,415.7999877929688,164.91043090820312,88.90424346923828,0.8422377705574036,11638,0.6955433487892151,Osmancik
12161,445.0480041503906,182.33474731445312,86.272705078125,0.8809788823127747,12428,0.6028056144714355,Cammeo
13139,472.2510070800781,202.59767150878903,83.79177856445312,0.9104645848274232,13379,0.7836693525314331,Cammeo
11995,477.4110107421875,216.4877471923828,70.77008056640625,0.9450585842132568,12168,0.6660558581352234,Cammeo
11465,423.7879943847656,174.07296752929688,84.73954772949219,0.8735107779502869,11673,0.7338069677352905,Osmancik
14415,488.12200927734375,203.5928497314453,91.03472900390624,0.8944634199142456,14758,0.6741021275520325,Cammeo
